Year,VAR,Variable,Country,Unit,PowerCode,Value
2016,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,Percentage,Units,87.8
2017,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,Percentage,Units,87.9
1980,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,80.5
2000,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,94.3
2005,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,97.0
2010,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,98.1
2011,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,98.2
2012,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,98.5
2013,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,98.8
2014,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,98.9
2015,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,99.0
2016,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,99.0
2017,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,Percentage,Units,99.0
2000,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,71.4
2005,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,85.1
2010,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,86.9
2011,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,89.6
2012,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,88.9
2013,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,90.3
2014,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,90.5
2015,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,91.7
2016,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,92.0
2017,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,Percentage,Units,95.7
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,Percentage,Units,0.0
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,Percentage,Units,0.0
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,Percentage,Units,0.0
2014,PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,Percentage,Units,0.0
2016,PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,Percentage,Units,0.0
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,23.83259964
2005,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,19.60329819
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,7.25
2011,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,7.24
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,7.22
2013,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,16.43
2014,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,15.44
2015,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,14.26
2016,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,5.9
2017,PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,Percentage,Units,5.0
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,Percentage,Units,2.4
2005,PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,Percentage,Units,2.4
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,Percentage,Units,2.4
2011,PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,Percentage,Units,2.4
