Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2008,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,841.36
2009,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,585.72
2010,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,527.79
2011,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,579.0
2012,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,1004.49
2013,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,970.45
2014,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,970.46
2015,Colombia,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,304.65
2005,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,72.263
2006,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,80.32
2007,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,88.58
2008,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,89.54799999999999
2009,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,92.13600000000001
2010,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,93.835
2011,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,92.69
2015,Colombia,LANDF_SHARE,% Landfill,PC,Percentage,Units,86.35799999999999
2000,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,642.0
2001,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,713.0
2002,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,793.0
2003,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,695.0
2004,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,720.38
2005,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,716.0
2006,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,760.0
2007,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,860.92
2008,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,751.92
2009,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,752.96
2010,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,680.14
2011,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,720.64
2012,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,657.61
2013,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,704.0
2014,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,726.0
2015,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,798.06
2016,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,802.47
2017,Latvia,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,850.68
2000,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,597.32
2001,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,640.0
2002,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,673.27
2003,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,605.79
2004,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,647.08
2005,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,595.56
2006,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,708.87
2007,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,781.99
2008,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,756.23
2009,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,752.96
2010,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,680.1
2011,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,601.21
2012,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,615.14
2013,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,715.11
2014,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,721.79
2015,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,738.37
2016,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,736.85
2017,Latvia,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,737.35
2001,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,12.34
2002,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,15.79
2003,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,26.93
2004,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,46.48
2005,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,34.56
2006,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,38.87
2007,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,46.93
2008,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,51.48
2009,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,58.82
2010,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,63.55
2011,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,70.243
2012,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,99.2
2013,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,194.11
2014,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,206.79
2015,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,244.37
2016,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,382.99
2017,Latvia,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,506.73
2000,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,0.0
2001,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,0.0
2002,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,3.12
2003,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,13.65
2004,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,24.68
2005,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,26.29
2006,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,28.99
2007,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,38.35
2008,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,42.75
2009,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,55.53
2010,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,59.63
2011,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,62.15
2012,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,83.53
2013,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,142.0
2014,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,170.0
2015,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,182.0
2016,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,120.85
2017,Latvia,RECYCLING,Recycling,TONNE,Tonnes,Thousands,141.33
2000,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,0.0
2001,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,2.99
2002,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,0.0
2003,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,2.22
2004,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,7.7
2005,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,1.41
2006,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,5.33
2007,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,5.13
2008,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,5.48
2009,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,2.46
2010,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,3.88
2011,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,8.06
2012,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,12.69
2013,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,40.0
2014,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,26.0
2015,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,47.0
2016,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,81.41
2017,Latvia,COMPOST,Composting,TONNE,Tonnes,Thousands,56.7
2000,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,0.0
2001,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,9.35
2002,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,12.67
2003,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,11.06
2004,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,14.1
2005,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,6.86
2006,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,4.55
2007,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,3.45
2008,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,3.25
2009,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,0.83
2010,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,0.04
2011,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,0.04
2012,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2.98
2013,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,12.11
2014,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,10.79
2015,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,15.37
2016,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,18.87
2017,Latvia,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,21.46
2000,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,597.32
2001,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,627.66
2002,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,657.48
2003,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,578.86
2004,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,600.6
2005,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,561.0
2006,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,670.0
2007,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,735.06
2008,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,704.75
2009,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,694.14
2010,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,616.55
2011,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,530.96
2012,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,515.94
2013,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,521.0
2014,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,515.0
2015,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,494.0
2016,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,353.86
2017,Latvia,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,230.62
2000,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,597.32
2001,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,627.66
2002,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,657.48
2003,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,578.86
2004,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,600.6
2005,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,561.0
2006,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,670.0
2007,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,735.06
2008,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,704.75
2009,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,694.14
2010,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,616.55
2011,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,530.96
2012,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,515.94
2013,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,521.0
2014,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,515.0
2015,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,494.0
2016,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,353.86
2017,Latvia,LANDFILL,Landfill,TONNE,Tonnes,Thousands,230.62
2000,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,0.0
2001,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,0.467
2002,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,0.46299999999999997
2003,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,2.62
2004,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,5.004
2005,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,4.651
2006,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,4.842
2007,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,5.56
2008,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,6.377999999999999
2009,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,7.702000000000001
2010,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,9.338
2011,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,11.677999999999999
2012,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,15.642000000000001
2013,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,25.451
2014,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,27.155
2015,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,31.014
2016,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,27.449
2017,Latvia,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,26.857
2000,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,0.0
2001,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,0.0
2002,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,0.46299999999999997
2003,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,2.253
2004,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,3.8139999999999996
2005,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,4.414
2006,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,4.09
2007,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,4.904
2008,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,5.653
2009,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,7.375
2010,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,8.767999999999999
2011,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,10.337
2012,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,13.579
2013,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,19.857
2014,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,23.553
2015,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,24.649
2016,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,16.401
2017,Latvia,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,19.167
2000,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.0
2001,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.467
2002,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.0
2003,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.366
2004,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,1.19
2005,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.237
2006,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.752
2007,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.6559999999999999
2008,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.725
2009,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.327
2010,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,0.5710000000000001
2011,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,1.341
2012,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,2.063
2013,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,5.593999999999999
2014,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,3.602
2015,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,6.365
2016,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,11.048
2017,Latvia,COMPST_SHARE,% Composting,PC,Percentage,Units,7.69
2000,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.0
2001,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.4609999999999999
2002,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.882
2003,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.8259999999999998
2004,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,2.1790000000000003
2005,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.1520000000000001
2006,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.642
2007,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.441
2008,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.43
2009,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.11
2010,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.006
2011,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.006999999999999999
2012,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,0.484
2013,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.693
2014,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,1.495
2015,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,2.082
2016,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,2.5610000000000004
2017,Latvia,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,2.91
2000,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,100.0
2001,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,98.072
2002,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,97.655
2003,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,95.555
2004,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,92.81700000000001
2005,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,94.197
2006,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,94.51700000000001
2007,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,93.999
2008,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,93.193
2009,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,92.18799999999999
2010,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,90.656
2011,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,88.315
2012,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,83.874
2013,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,72.85600000000001
2014,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,71.35
2015,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,66.904
2016,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,48.023
2017,Latvia,LANDF_SHARE,% Landfill,PC,Percentage,Units,31.276999999999997
2000,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,3.36
2005,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,3.51
2010,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,2.69
2015,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,2.21
2016,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,1.55
2017,OECD - Total,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,1.24
2003,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,125.70100000000001
2004,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,143.689
2005,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,175.158
2006,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,173.30700000000002
2007,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,207.705
2008,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,251.91
2009,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,198.57299999999998
2010,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,212.12
2011,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,194.78799999999998
2015,Colombia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,232.257
2000,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,269.277
2001,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,302.286
2002,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,339.974
2003,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,301.408
2004,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,316.106
2005,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,317.941
2006,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,341.56300000000005
2007,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,391.667
2008,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,346.306
2009,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,351.066
2010,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,320.993
2011,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,344.209
2012,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,317.837
2013,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,344.26199999999994
2014,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,359.189
2015,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,399.495
2016,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,406.465
2017,Latvia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,436.001
2000,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,355.403
2001,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,351.995
2002,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,373.48900000000003
2003,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,382.20599999999996
2004,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,402.461
2005,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,402.327
2006,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,424.715
2007,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,438.874
2008,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,450.754
2009,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,466.07199999999995
2010,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,481.94300000000004
2011,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,480.564
2012,Russia,MW_CAP,Municipal waste generated per capita,KG_HAB,Kilograms per capita,Units,558.2130000000001
2002,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2554.89
2003,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2608.98
2004,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2596.16
2005,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2671.52
2006,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2754.73
2007,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2721.77
2008,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2813.88
2009,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2906.77
2010,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2981.9
2011,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2996.29
2012,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2919.93
2013,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2900.54
2014,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,2942.76
