Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2013,Hungary,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,2415.0
2014,Hungary,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,2181.0
2015,Hungary,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1991.0
2016,Hungary,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1888.0
2017,Hungary,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1825.0
2000,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2001,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2002,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2003,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2004,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2005,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2006,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2007,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2008,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2009,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2010,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2011,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2012,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2013,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2014,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2015,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2016,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2017,Hungary,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2000,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3736.0
2001,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3695.74
2002,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3840.81
2003,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3967.72
2004,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3857.0
2005,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3859.0
2006,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3792.0
2007,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3429.0
2008,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3341.0
2009,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,3212.0
2010,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,2838.0
2011,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,2563.0
2012,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,2609.0
2013,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,2415.0
2014,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,2181.0
2015,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1991.0
2016,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1888.0
2017,Hungary,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1825.0
2000,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,348.0
2001,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,353.4
2002,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,288.07
2003,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,244.52
2004,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,155.0
2005,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,303.0
2006,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,389.0
2007,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,382.0
2008,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,393.0
2009,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,406.0
2010,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,406.0
2011,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,408.0
2012,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,364.0
2013,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,336.0
2014,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,373.0
2015,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,525.0
2016,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,554.0
2017,Hungary,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,608.0
2000,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,1.7590000000000001
2001,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,1.794
2002,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,2.694
2003,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,3.7430000000000003
2004,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,11.863
2005,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,9.64
2006,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,10.49
2007,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,12.692
2008,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,15.635
2009,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,15.546
2010,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,19.564
2011,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,22.000999999999998
2012,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,25.451
2013,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,26.404
2014,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,31.215
2015,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,32.183
2016,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,34.601
2017,Hungary,MAT_RECOV_SHARE,% Material recovery (Recycling + Composting),PC,Percentage,Units,35.155
2000,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,1.354
2001,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,1.381
2002,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,1.5859999999999999
2003,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,2.673
2004,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,11.005999999999998
2005,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,8.749
2006,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,9.249
2007,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,11.225999999999999
2008,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,13.714
2009,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,13.445
2010,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,15.894
2011,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,17.17
2012,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,20.863000000000003
2013,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,21.375
2014,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,24.859
2015,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,25.956999999999997
2016,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.726999999999997
2017,Hungary,RECYCLING_SHARE,% Recycling,PC,Percentage,Units,26.919
2000,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,0.405
2001,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,0.413
2002,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,1.1079999999999999
2003,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,1.069
2004,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,0.857
2005,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,0.89
2006,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,1.242
2007,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,1.466
2008,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,1.92
2009,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,2.101
2010,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,3.67
2011,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,4.831
2012,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,4.5889999999999995
2013,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,5.029
2014,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,6.356
2015,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,6.226
2016,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,7.874
2017,Hungary,COMPST_SHARE,% Composting,PC,Percentage,Units,8.236
2000,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.371
2001,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.571
2002,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,6.789
2003,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,5.587999999999999
2004,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,3.405
2005,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,6.577999999999999
2006,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.328
2007,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.751
2008,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.879
2009,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.477
2010,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.067
2011,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.710999999999999
2012,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,9.127
2013,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,8.988999999999999
2014,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,10.046
2015,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,14.151
2016,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,14.837
2017,Hungary,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,16.205
2000,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2001,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2002,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2003,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2004,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2005,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2006,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2007,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2008,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2009,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2010,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2011,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2012,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2013,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2014,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2015,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2016,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2017,Hungary,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2000,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.371
2001,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.571
2002,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,6.789
2003,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,5.587999999999999
2004,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,3.405
2005,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,6.577999999999999
2006,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.328
2007,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.751
2008,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.879
2009,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,9.477
2010,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,10.067
2011,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,10.710999999999999
2012,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,9.127
2013,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,8.988999999999999
2014,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,10.046
2015,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,14.151
2016,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,14.837
2017,Hungary,INC_SHARE,% Incineration,PC,Percentage,Units,16.205
2000,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,89.87
2001,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,89.635
2002,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,90.51700000000001
2003,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,90.669
2004,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,84.73200000000001
2005,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,83.78200000000001
2006,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,81.182
2007,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,78.557
2008,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,75.486
2009,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,74.977
2010,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,70.369
2011,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,67.288
2012,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,65.421
2013,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,64.607
2014,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,58.74
2015,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,53.666000000000004
2016,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,50.562
2017,Hungary,LANDF_SHARE,% Landfill,PC,Percentage,Units,48.641000000000005
2000,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,130.0
2001,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,133.0
2002,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,137.0
2003,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,140.0
2004,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,147.0
2005,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,153.0
2006,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,171.0
2007,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,174.0
2008,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,208.0
2009,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,132.0
2010,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,154.0
2011,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,158.0
2012,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,164.0
2013,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,167.0
2014,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,175.0
2015,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,194.6
2016,Iceland,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,219.9
2000,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,134.5
2001,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,131.75
2002,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,134.75
2003,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,139.0
2008,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,208.0
2009,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,132.0
2010,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,154.0
2011,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,158.0
2012,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,165.0
2013,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,166.0
2014,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,175.0
2015,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,194.6
2016,Iceland,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,219.9
2000,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,26.0
2001,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,27.0
2002,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,29.0
2003,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,34.0
2008,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,53.0
2009,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,36.0
2010,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,42.0
2011,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,48.0
2012,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,53.0
2013,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,55.0
2014,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,52.0
2015,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,75.2
2016,Iceland,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,86.3
2000,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,17.0
2001,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,18.0
2002,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,19.0
2003,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,20.0
2004,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,23.0
2008,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,36.0
2009,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,21.0
2010,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,24.0
2011,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,32.0
2012,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,39.0
2013,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,42.0
2014,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,37.0
2015,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,40.3
2016,Iceland,RECYCLING,Recycling,TONNE,Tonnes,Thousands,56.1
2000,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,3.0
2001,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,3.0
2002,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,3.0
2003,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,3.0
2008,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,4.0
2009,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,6.0
2010,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,8.0
2011,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,8.0
2012,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,7.0
2013,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,8.0
2014,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,15.0
2015,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,14.5
2016,Iceland,COMPOST,Composting,TONNE,Tonnes,Thousands,16.7
2000,Iceland,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,6.0
2001,Iceland,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,6.0
2002,Iceland,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,7.0
2003,Iceland,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,11.0
