Year,Country,VAR,Value
2011,Denmark,ENER_IND,20471.071
2012,Denmark,ENER_IND,17159.153
2013,Denmark,ENER_IND,19323.192
2014,Denmark,ENER_IND,15773.815
2015,Denmark,ENER_IND,13092.247
2016,Denmark,ENER_IND,14269.099
2017,Denmark,ENER_IND,11790.693
2000,Denmark,LULUCF,3600.695
2001,Denmark,LULUCF,4227.113
2002,Denmark,LULUCF,5196.745
2003,Denmark,LULUCF,4843.316
2004,Denmark,LULUCF,4574.663
2005,Denmark,LULUCF,4450.54
2006,Denmark,LULUCF,4780.077
2007,Denmark,LULUCF,2254.891
2008,Denmark,LULUCF,-2354.477
2009,Denmark,LULUCF,1955.151
2010,Denmark,LULUCF,-1016.241
2011,Denmark,LULUCF,-2619.514
2012,Denmark,LULUCF,-734.618
2013,Denmark,LULUCF,394.386
2014,Denmark,LULUCF,66.22
2015,Denmark,LULUCF,3633.391
2016,Denmark,LULUCF,4503.442
2017,Denmark,LULUCF,2971.785
2000,Iceland,ENER_TRANS,662.63
2001,Iceland,ENER_TRANS,673.704
2002,Iceland,ENER_TRANS,677.612
2003,Iceland,ENER_TRANS,774.219
2004,Iceland,ENER_TRANS,827.728
2005,Iceland,ENER_TRANS,836.331
2006,Iceland,ENER_TRANS,982.55
2007,Iceland,ENER_TRANS,1018.624
2008,Iceland,ENER_TRANS,962.542
2009,Iceland,ENER_TRANS,935.484
2010,Iceland,ENER_TRANS,890.19
2011,Iceland,ENER_TRANS,854.09
2012,Iceland,ENER_TRANS,844.308
2013,Iceland,ENER_TRANS,859.994
2014,Iceland,ENER_TRANS,862.092
2015,Iceland,ENER_TRANS,894.814
2016,Iceland,ENER_TRANS,975.243
2017,Iceland,ENER_TRANS,1030.063
2000,Sweden,ENER_MANUF,11277.78
2001,Sweden,ENER_MANUF,11358.828
2002,Sweden,ENER_MANUF,11154.115
2003,Sweden,ENER_MANUF,11019.363
2004,Sweden,ENER_MANUF,10685.388
2005,Sweden,ENER_MANUF,10069.107
2006,Sweden,ENER_MANUF,10117.455
2007,Sweden,ENER_MANUF,9635.701
2008,Sweden,ENER_MANUF,9042.434
2009,Sweden,ENER_MANUF,7367.116
2010,Sweden,ENER_MANUF,8540.085
2011,Sweden,ENER_MANUF,7909.344
2012,Sweden,ENER_MANUF,7389.788
2013,Sweden,ENER_MANUF,7064.126
2014,Sweden,ENER_MANUF,6899.758
2015,Sweden,ENER_MANUF,7044.999
2016,Sweden,ENER_MANUF,6809.841
2017,Sweden,ENER_MANUF,6942.414
2000,Australia,ENER_OTH,634.932
2001,Australia,ENER_OTH,638.919
2002,Australia,ENER_OTH,590.787
2003,Australia,ENER_OTH,560.705
2004,Australia,ENER_OTH,582.909
2005,Australia,ENER_OTH,623.325
2006,Australia,ENER_OTH,654.975
2007,Australia,ENER_OTH,1010.97
2008,Australia,ENER_OTH,1045.167
2009,Australia,ENER_OTH,823.3
2010,Australia,ENER_OTH,889.299
2011,Australia,ENER_OTH,898.71
2012,Australia,ENER_OTH,872.234
2013,Australia,ENER_OTH,911.821
2014,Australia,ENER_OTH,1026.407
2015,Australia,ENER_OTH,945.764
2016,Australia,ENER_OTH,1124.328
2017,Australia,ENER_OTH,924.551
2000,Hungary,ENER_OSECT,15636.757
2001,Hungary,ENER_OSECT,16467.14
2002,Hungary,ENER_OSECT,16220.578
2003,Hungary,ENER_OSECT,17736.517
2004,Hungary,ENER_OSECT,17645.12
2005,Hungary,ENER_OSECT,18153.312
2006,Hungary,ENER_OSECT,16557.981
2007,Hungary,ENER_OSECT,13669.017
2008,Hungary,ENER_OSECT,13830.277
2009,Hungary,ENER_OSECT,13721.104
2010,Hungary,ENER_OSECT,14607.539
2011,Hungary,ENER_OSECT,14093.461
2012,Hungary,ENER_OSECT,12394.594
2013,Hungary,ENER_OSECT,12447.543
2014,Hungary,ENER_OSECT,11402.678
2015,Hungary,ENER_OSECT,12300.131
2016,Hungary,ENER_OSECT,12829.809
2017,Hungary,ENER_OSECT,13090.277
2000,Canada,ENER_FU,69395.385
2001,Canada,ENER_FU,67237.313
2002,Canada,ENER_FU,64795.987
2003,Canada,ENER_FU,63362.001
2004,Canada,ENER_FU,63071.219
2005,Canada,ENER_FU,60967.927
2006,Canada,ENER_FU,61254.322
2007,Canada,ENER_FU,60691.725
2008,Canada,ENER_FU,59213.964
2009,Canada,ENER_FU,55085.825
2010,Canada,ENER_FU,54599.394
2011,Canada,ENER_FU,55382.122
2012,Canada,ENER_FU,58543.63
2013,Canada,ENER_FU,60792.783
2014,Canada,ENER_FU,62710.696
2015,Canada,ENER_FU,60244.876
2016,Canada,ENER_FU,54923.038
2017,Canada,ENER_FU,55533.415
2000,Czech Republic,ENER_TRANS,12129.342
2001,Czech Republic,ENER_TRANS,12901.138
2002,Czech Republic,ENER_TRANS,13478.123
2003,Czech Republic,ENER_TRANS,15269.441
2004,Czech Republic,ENER_TRANS,16031.641
2005,Czech Republic,ENER_TRANS,17368.529
2006,Czech Republic,ENER_TRANS,17711
2007,Czech Republic,ENER_TRANS,18626.338
2008,Czech Republic,ENER_TRANS,18458.343
2009,Czech Republic,ENER_TRANS,17831.087
2010,Czech Republic,ENER_TRANS,16803.371
2011,Czech Republic,ENER_TRANS,16619.701
2012,Czech Republic,ENER_TRANS,16347.295
2013,Czech Republic,ENER_TRANS,16217.29
2014,Czech Republic,ENER_TRANS,16723.665
2015,Czech Republic,ENER_TRANS,17489.105
2016,Czech Republic,ENER_TRANS,18161.449
2017,Czech Republic,ENER_TRANS,18658.558
2000,Italy,ENER_IND,149461.31
2001,Italy,ENER_IND,153052.345
2002,Italy,ENER_IND,159896.23
2003,Italy,ENER_IND,161213.618
2004,Italy,ENER_IND,161692.755
2005,Italy,ENER_IND,157518.946
2006,Italy,ENER_IND,159064.958
2007,Italy,ENER_IND,156365.051
2008,Italy,ENER_IND,155498.274
2009,Italy,ENER_IND,133233.668
2010,Italy,ENER_IND,136668.311
2011,Italy,ENER_IND,132997.998
2012,Italy,ENER_IND,128340.166
2013,Italy,ENER_IND,108838.205
2014,Italy,ENER_IND,100215.127
2015,Italy,ENER_IND,105800.483
2016,Italy,ENER_IND,104358.706
2017,Italy,ENER_IND,104769.236
2000,Italy,LULUCF,-16229.022
2001,Italy,LULUCF,-24171.592
2002,Italy,LULUCF,-29368.164
2003,Italy,LULUCF,-21602.737
2004,Italy,LULUCF,-27441.561
2005,Italy,LULUCF,-28376.649
2006,Italy,LULUCF,-29233.911
2007,Italy,LULUCF,-5911.968
2008,Italy,LULUCF,-25019.545
2009,Italy,LULUCF,-27230.148
2010,Italy,LULUCF,-34673.606
2011,Italy,LULUCF,-29098.543
2012,Italy,LULUCF,-21808.643
2013,Italy,LULUCF,-36952.444
2014,Italy,LULUCF,-37431.648
2015,Italy,LULUCF,-39608.023
2016,Italy,LULUCF,-36557.968
2017,Italy,LULUCF,-18378.891
2000,Slovak Republic,ENER_OSECT,6696.253
2001,Slovak Republic,ENER_OSECT,7160.915
2002,Slovak Republic,ENER_OSECT,6727.266
2003,Slovak Republic,ENER_OSECT,6293.156
2004,Slovak Republic,ENER_OSECT,6049.384
2005,Slovak Republic,ENER_OSECT,6692.915
2006,Slovak Republic,ENER_OSECT,6646.258
2007,Slovak Republic,ENER_OSECT,6071.109
2008,Slovak Republic,ENER_OSECT,6320.567
2009,Slovak Republic,ENER_OSECT,6348.841
2010,Slovak Republic,ENER_OSECT,6686.464
2011,Slovak Republic,ENER_OSECT,5266.481
2012,Slovak Republic,ENER_OSECT,5521.461
2013,Slovak Republic,ENER_OSECT,5791.718
2014,Slovak Republic,ENER_OSECT,4839.419
2015,Slovak Republic,ENER_OSECT,4899.582
2016,Slovak Republic,ENER_OSECT,4942.171
2017,Slovak Republic,ENER_OSECT,5357.025
2000,Belgium,ENER_OTH,221.719
2001,Belgium,ENER_OTH,230.972
2002,Belgium,ENER_OTH,227.437
2003,Belgium,ENER_OTH,226.294
2004,Belgium,ENER_OTH,206.277
2005,Belgium,ENER_OTH,204.689
2006,Belgium,ENER_OTH,203.724
2007,Belgium,ENER_OTH,168.564
2008,Belgium,ENER_OTH,161.669
2009,Belgium,ENER_OTH,154.573
2010,Belgium,ENER_OTH,131.097
2011,Belgium,ENER_OTH,127.773
2012,Belgium,ENER_OTH,110.843
2013,Belgium,ENER_OTH,104.149
2014,Belgium,ENER_OTH,100.474
2015,Belgium,ENER_OTH,107.151
2016,Belgium,ENER_OTH,110.003
2017,Belgium,ENER_OTH,107.604
2000,Latvia,ENER_FU,150.643
2001,Latvia,ENER_FU,146.09
2002,Latvia,ENER_FU,152.571
2003,Latvia,ENER_FU,119.083
2004,Latvia,ENER_FU,117.875
2005,Latvia,ENER_FU,133.187
2006,Latvia,ENER_FU,95.528
2007,Latvia,ENER_FU,98.067
2008,Latvia,ENER_FU,100.7
2009,Latvia,ENER_FU,95.13
2010,Latvia,ENER_FU,91.609
2011,Latvia,ENER_FU,63.034
2012,Latvia,ENER_FU,79.613
2013,Latvia,ENER_FU,101.007
2014,Latvia,ENER_FU,135.33
2015,Latvia,ENER_FU,102.813
2016,Latvia,ENER_FU,116.591
2017,Latvia,ENER_FU,152.701
2000,Estonia,ENER_OTH,17.163
2001,Estonia,ENER_OTH,18.814
2002,Estonia,ENER_OTH,14.93
2003,Estonia,ENER_OTH,19.301
2004,Estonia,ENER_OTH,28.174
2005,Estonia,ENER_OTH,35.326
2006,Estonia,ENER_OTH,32.089
2007,Estonia,ENER_OTH,31.071
2008,Estonia,ENER_OTH,10.938
2009,Estonia,ENER_OTH,29.568
2010,Estonia,ENER_OTH,41.51
2011,Estonia,ENER_OTH,20.115
2012,Estonia,ENER_OTH,21.849
2013,Estonia,ENER_OTH,32.788
2014,Estonia,ENER_OTH,33.168
2015,Estonia,ENER_OTH,27.259
2016,Estonia,ENER_OTH,48.511
2017,Estonia,ENER_OTH,56.719
2000,Portugal,ENER_FU,564.111
2001,Portugal,ENER_FU,616.495
2002,Portugal,ENER_FU,605.929
2003,Portugal,ENER_FU,668.507
2004,Portugal,ENER_FU,684.549
2005,Portugal,ENER_FU,668.83
2006,Portugal,ENER_FU,657.051
2007,Portugal,ENER_FU,663.102
2008,Portugal,ENER_FU,640.498
2009,Portugal,ENER_FU,592.902
2010,Portugal,ENER_FU,694.879
2011,Portugal,ENER_FU,641.246
2012,Portugal,ENER_FU,741.313
2013,Portugal,ENER_FU,1305.741
2014,Portugal,ENER_FU,1123.417
2015,Portugal,ENER_FU,1244.073
2016,Portugal,ENER_FU,1176.124
2017,Portugal,ENER_FU,1256.636
2000,Slovenia,ENER_MANUF,2276.955
2001,Slovenia,ENER_MANUF,2218.253
2002,Slovenia,ENER_MANUF,2250.532
2003,Slovenia,ENER_MANUF,2167.007
2004,Slovenia,ENER_MANUF,2286.412
2005,Slovenia,ENER_MANUF,2485.134
2006,Slovenia,ENER_MANUF,2588.372
2007,Slovenia,ENER_MANUF,2345.081
2008,Slovenia,ENER_MANUF,2317.593
2009,Slovenia,ENER_MANUF,1956.359
2010,Slovenia,ENER_MANUF,1916.082
2011,Slovenia,ENER_MANUF,1718.275
2012,Slovenia,ENER_MANUF,1650.115
2013,Slovenia,ENER_MANUF,1643.862
2014,Slovenia,ENER_MANUF,1649.903
2015,Slovenia,ENER_MANUF,1591.122
2016,Slovenia,ENER_MANUF,1598.04
2017,Slovenia,ENER_MANUF,1678.555
2000,Germany,ENER_FU,26296.769
2001,Germany,ENER_FU,23927.129
2002,Germany,ENER_FU,22729.6
2003,Germany,ENER_FU,20973.511
2004,Germany,ENER_FU,18214.326
2005,Germany,ENER_FU,16432.35
2006,Germany,ENER_FU,14768.927
2007,Germany,ENER_FU,13486.933
2008,Germany,ENER_FU,13055.25
2009,Germany,ENER_FU,11435.914
2010,Germany,ENER_FU,11280.306
2011,Germany,ENER_FU,11248.032
2012,Germany,ENER_FU,12039.018
2013,Germany,ENER_FU,11586.848
2014,Germany,ENER_FU,10505.279
2015,Germany,ENER_FU,10593.347
2016,Germany,ENER_FU,9905.757
2017,Germany,ENER_FU,9899.269
2000,Greece,ENER_FU,1462.223
2001,Greece,ENER_FU,1508.96
2002,Greece,ENER_FU,1601.358
2003,Greece,ENER_FU,1556.645
2004,Greece,ENER_FU,1599.612
2005,Greece,ENER_FU,1589.46
2006,Greece,ENER_FU,1492.719
2007,Greece,ENER_FU,1543.224
2008,Greece,ENER_FU,1531.361
2009,Greece,ENER_FU,1508.492
2010,Greece,ENER_FU,1335.402
2011,Greece,ENER_FU,1400.101
2012,Greece,ENER_FU,1486.178
2013,Greece,ENER_FU,1279.343
2014,Greece,ENER_FU,1199.28
2015,Greece,ENER_FU,1105.818
2016,Greece,ENER_FU,826.576
2017,Greece,ENER_FU,957.117
2000,Turkey,ENER_IND,77742.54
2001,Turkey,ENER_IND,80022.152
2002,Turkey,ENER_IND,74138.367
2003,Turkey,ENER_IND,74370.921
2004,Turkey,ENER_IND,75538.689
2005,Turkey,ENER_IND,90458.199
2006,Turkey,ENER_IND,96128.971
2007,Turkey,ENER_IND,113570.229
2008,Turkey,ENER_IND,118938.96
2009,Turkey,ENER_IND,119280.323
2010,Turkey,ENER_IND,113324.258
2011,Turkey,ENER_IND,124974.812
2012,Turkey,ENER_IND,125944.343
2013,Turkey,ENER_IND,120772.563
2014,Turkey,ENER_IND,131473.833
2015,Turkey,ENER_IND,134701.711
2016,Turkey,ENER_IND,143962.93
2017,Turkey,ENER_IND,154971.467
2000,New Zealand,ENER_MANUF,6348.956
2001,New Zealand,ENER_MANUF,6726.703
2002,New Zealand,ENER_MANUF,6993.363
2003,New Zealand,ENER_MANUF,6443.227
2004,New Zealand,ENER_MANUF,5918.909
2005,New Zealand,ENER_MANUF,5106.072
2006,New Zealand,ENER_MANUF,5159.556
2007,New Zealand,ENER_MANUF,5593.166
2008,New Zealand,ENER_MANUF,5592.526
2009,New Zealand,ENER_MANUF,5278.734
2010,New Zealand,ENER_MANUF,5556.759
2011,New Zealand,ENER_MANUF,5284.323
2012,New Zealand,ENER_MANUF,5689.21
2013,New Zealand,ENER_MANUF,6464.26
2014,New Zealand,ENER_MANUF,7239.032
2015,New Zealand,ENER_MANUF,6808.37
2016,New Zealand,ENER_MANUF,6753.073
2017,New Zealand,ENER_MANUF,6979.884
2000,United Kingdom,ENER_OTH,2954.499
2001,United Kingdom,ENER_OTH,2959.473
2002,United Kingdom,ENER_OTH,3094.915
2003,United Kingdom,ENER_OTH,3202.363
2004,United Kingdom,ENER_OTH,3092.633
2005,United Kingdom,ENER_OTH,2875.656
2006,United Kingdom,ENER_OTH,3501.976
2007,United Kingdom,ENER_OTH,3792.723
2008,United Kingdom,ENER_OTH,3290.546
2009,United Kingdom,ENER_OTH,3015.339
2010,United Kingdom,ENER_OTH,2928.226
2011,United Kingdom,ENER_OTH,2783.425
2012,United Kingdom,ENER_OTH,2551.515
2013,United Kingdom,ENER_OTH,2314.745
2014,United Kingdom,ENER_OTH,2045.049
2015,United Kingdom,ENER_OTH,1680.719
2016,United Kingdom,ENER_OTH,1564.458
2017,United Kingdom,ENER_OTH,1575.702
2000,Lithuania,ENER_MANUF,1091.492
2001,Lithuania,ENER_MANUF,1052.174
2002,Lithuania,ENER_MANUF,1116.842
2003,Lithuania,ENER_MANUF,1142.133
2004,Lithuania,ENER_MANUF,1221.628
2005,Lithuania,ENER_MANUF,1492.296
2006,Lithuania,ENER_MANUF,1634.65
2007,Lithuania,ENER_MANUF,1643.492
2008,Lithuania,ENER_MANUF,1481.647
2009,Lithuania,ENER_MANUF,1192.668
2010,Lithuania,ENER_MANUF,1290.657
2011,Lithuania,ENER_MANUF,1387.11
2012,Lithuania,ENER_MANUF,1487.049
2013,Lithuania,ENER_MANUF,1431.829
2014,Lithuania,ENER_MANUF,1309.092
2015,Lithuania,ENER_MANUF,1187.298
2016,Lithuania,ENER_MANUF,1160.591
2017,Lithuania,ENER_MANUF,1185.456
2000,Turkey,LULUCF,-61556.06
2001,Turkey,LULUCF,-64716.538
2002,Turkey,LULUCF,-72486.749
2003,Turkey,LULUCF,-74547.861
2004,Turkey,LULUCF,-73694.866
2005,Turkey,LULUCF,-74693.276
2006,Turkey,LULUCF,-74716.345
2007,Turkey,LULUCF,-74436.217
2008,Turkey,LULUCF,-69213.097
2009,Turkey,LULUCF,-72847.184
2010,Turkey,LULUCF,-73491.809
2011,Turkey,LULUCF,-77114.816
2012,Turkey,LULUCF,-74401.308
2013,Turkey,LULUCF,-76476.077
2014,Turkey,LULUCF,-77509.475
2015,Turkey,LULUCF,-97206.355
2016,Turkey,LULUCF,-95929.85
2017,Turkey,LULUCF,-99907.491
2000,Sweden,ENER_IND,8927.837
2001,Sweden,ENER_IND,10466.278
2002,Sweden,ENER_IND,11413.567
2003,Sweden,ENER_IND,12551.171
2004,Sweden,ENER_IND,11668.576
2005,Sweden,ENER_IND,10809.905
2006,Sweden,ENER_IND,10849.202
2007,Sweden,ENER_IND,10320.167
2008,Sweden,ENER_IND,10233.315
2009,Sweden,ENER_IND,10625.58
2010,Sweden,ENER_IND,13101.15
2011,Sweden,ENER_IND,10739.74
2012,Sweden,ENER_IND,10354.47
2013,Sweden,ENER_IND,9863.695
2014,Sweden,ENER_IND,9097.612
2015,Sweden,ENER_IND,8801.925
2016,Sweden,ENER_IND,9215.964
2017,Sweden,ENER_IND,9170.401
2000,Iceland,ENER_FU,154.659
2001,Iceland,ENER_FU,145.302
2002,Iceland,ENER_FU,148.951
2003,Iceland,ENER_FU,137.837
2004,Iceland,ENER_FU,124.527
2005,Iceland,ENER_FU,119.896
2006,Iceland,ENER_FU,129.843
2007,Iceland,ENER_FU,150.465
2008,Iceland,ENER_FU,189.06
2009,Iceland,ENER_FU,172.961
2010,Iceland,ENER_FU,194.71
2011,Iceland,ENER_FU,183.523
2012,Iceland,ENER_FU,175.326
2013,Iceland,ENER_FU,177.128
2014,Iceland,ENER_FU,187.498
2015,Iceland,ENER_FU,167.691
2016,Iceland,ENER_FU,152.49
2017,Iceland,ENER_FU,149.808
2000,Czech Republic,ENER_OSECT,17247.416
2001,Czech Republic,ENER_OSECT,17516.724
2002,Czech Republic,ENER_OSECT,16310.484
2003,Czech Republic,ENER_OSECT,17518.91
2004,Czech Republic,ENER_OSECT,17010.331
2005,Czech Republic,ENER_OSECT,14546.595
2006,Czech Republic,ENER_OSECT,14955.827
2007,Czech Republic,ENER_OSECT,13503.525
2008,Czech Republic,ENER_OSECT,13863.255
2009,Czech Republic,ENER_OSECT,13635.836
2010,Czech Republic,ENER_OSECT,15304.119
2011,Czech Republic,ENER_OSECT,14228.563
2012,Czech Republic,ENER_OSECT,14235.76
2013,Czech Republic,ENER_OSECT,14325.342
2014,Czech Republic,ENER_OSECT,12755.148
2015,Czech Republic,ENER_OSECT,13072.021
2016,Czech Republic,ENER_OSECT,13596.074
2017,Czech Republic,ENER_OSECT,13989.975
2000,Denmark,ENER_MANUF,6036.119
2001,Denmark,ENER_MANUF,6144.929
2002,Denmark,ENER_MANUF,5797.505
2003,Denmark,ENER_MANUF,5789.068
2004,Denmark,ENER_MANUF,5868.245
2005,Denmark,ENER_MANUF,5567.778
2006,Denmark,ENER_MANUF,5696.035
2007,Denmark,ENER_MANUF,5445.914
2008,Denmark,ENER_MANUF,4936.651
2009,Denmark,ENER_MANUF,4084.497
2010,Denmark,ENER_MANUF,4501.588
2011,Denmark,ENER_MANUF,4437.466
2012,Denmark,ENER_MANUF,4106.535
2013,Denmark,ENER_MANUF,3960.921
2014,Denmark,ENER_MANUF,3967.455
2015,Denmark,ENER_MANUF,3920.265
2016,Denmark,ENER_MANUF,4000.668
2017,Denmark,ENER_MANUF,4137.56
2000,Australia,ENER_FU,40194.479
2001,Australia,ENER_FU,39803.988
2002,Australia,ENER_FU,38472.833
2003,Australia,ENER_FU,37030.074
2004,Australia,ENER_FU,37460.851
2005,Australia,ENER_FU,38676.512
2006,Australia,ENER_FU,39963.097
2007,Australia,ENER_FU,41918.048
2008,Australia,ENER_FU,42192.189
2009,Australia,ENER_FU,42122.894
2010,Australia,ENER_FU,42368.536
2011,Australia,ENER_FU,41528.64
2012,Australia,ENER_FU,41943.263
2013,Australia,ENER_FU,42052.773
2014,Australia,ENER_FU,40844.741
2015,Australia,ENER_FU,45517.861
2016,Australia,ENER_FU,48732.748
2017,Australia,ENER_FU,51840.814
2000,Canada,LULUCF,-41905.848
2001,Canada,LULUCF,-57955.549
2002,Canada,LULUCF,-43923.038
2003,Canada,LULUCF,-49899.426
2004,Canada,LULUCF,-26703.894
2005,Canada,LULUCF,-21266.864
2006,Canada,LULUCF,-29634.093
2007,Canada,LULUCF,-31856.046
2008,Canada,LULUCF,-37264.97
2009,Canada,LULUCF,-49366.289
2010,Canada,LULUCF,-32407.491
2011,Canada,LULUCF,-32817.622
2012,Canada,LULUCF,-35516.572
2013,Canada,LULUCF,-32545.049
2014,Canada,LULUCF,-31829.07
2015,Canada,LULUCF,-25138.441
2016,Canada,LULUCF,-25411.251
2017,Canada,LULUCF,-23722.69
2000,Latvia,ENER_IND,2499.825
2001,Latvia,ENER_IND,2445.025
2002,Latvia,ENER_IND,2341.665
2003,Latvia,ENER_IND,2272.841
2004,Latvia,ENER_IND,2080.864
2005,Latvia,ENER_IND,2069.001
2006,Latvia,ENER_IND,2096.67
2007,Latvia,ENER_IND,1966.253
2008,Latvia,ENER_IND,1938.148
2009,Latvia,ENER_IND,1888.215
2010,Latvia,ENER_IND,2273.413
2011,Latvia,ENER_IND,2093.351
2012,Latvia,ENER_IND,1877.72
2013,Latvia,ENER_IND,1951.878
2014,Latvia,ENER_IND,1695.231
2015,Latvia,ENER_IND,1773.519
2016,Latvia,ENER_IND,1855.993
2017,Latvia,ENER_IND,1548.96
2000,Belgium,ENER_IND,28671.821
2001,Belgium,ENER_IND,26623.891
2002,Belgium,ENER_IND,28071.069
2003,Belgium,ENER_IND,29223.928
2004,Belgium,ENER_IND,29700.213
2005,Belgium,ENER_IND,29426.085
2006,Belgium,ENER_IND,28307.793
2007,Belgium,ENER_IND,27616.352
2008,Belgium,ENER_IND,25513.546
2009,Belgium,ENER_IND,25963.867
2010,Belgium,ENER_IND,26548.181
2011,Belgium,ENER_IND,23129.44
2012,Belgium,ENER_IND,23008.353
2013,Belgium,ENER_IND,21451.665
2014,Belgium,ENER_IND,20548.543
2015,Belgium,ENER_IND,21238.082
2016,Belgium,ENER_IND,20006.795
2017,Belgium,ENER_IND,20174.646
2000,Ireland,ENER_OSECT,9849.741
2001,Ireland,ENER_OSECT,10189.764
2002,Ireland,ENER_OSECT,10045.509
2003,Ireland,ENER_OSECT,10314.181
2004,Ireland,ENER_OSECT,10263.576
2005,Ireland,ENER_OSECT,10798.232
2006,Ireland,ENER_OSECT,10493.576
2007,Ireland,ENER_OSECT,10290.745
2008,Ireland,ENER_OSECT,11165.21
2009,Ireland,ENER_OSECT,10651.222
2010,Ireland,ENER_OSECT,10938.55
2011,Ireland,ENER_OSECT,9489.568
2012,Ireland,ENER_OSECT,9088.473
2013,Ireland,ENER_OSECT,8988.704
2014,Ireland,ENER_OSECT,8106.376
2015,Ireland,ENER_OSECT,8420.729
2016,Ireland,ENER_OSECT,8500.986
2017,Ireland,ENER_OSECT,8350.736
2000,Canada,ENER_IND,207413.453
2001,Canada,ENER_IND,212482.274
2002,Canada,ENER_IND,211883.464
2003,Canada,ENER_IND,220575.543
2004,Canada,ENER_IND,213454.474
2005,Canada,ENER_IND,207870.71
2006,Canada,ENER_IND,205695.176
2007,Canada,ENER_IND,219083.358
2008,Canada,ENER_IND,205970.099
2009,Canada,ENER_IND,191348.394
2010,Canada,ENER_IND,195281.014
2011,Canada,ENER_IND,193187.704
2012,Canada,ENER_IND,197456.149
2013,Canada,ENER_IND,198552.308
2014,Canada,ENER_IND,199744.911
2015,Canada,ENER_IND,204049.063
2016,Canada,ENER_IND,199552.958
2017,Canada,ENER_IND,203354.625
2000,Portugal,LULUCF,-5678.393
2001,Portugal,LULUCF,-8619.702
2002,Portugal,LULUCF,-8134.614
2003,Portugal,LULUCF,2615.941
2004,Portugal,LULUCF,-7175.93
2005,Portugal,LULUCF,1519.845
2006,Portugal,LULUCF,-8247.419
2007,Portugal,LULUCF,-12133.599
2008,Portugal,LULUCF,-13627.945
2009,Portugal,LULUCF,-13494.529
2010,Portugal,LULUCF,-10910.427
2011,Portugal,LULUCF,-11046.823
2012,Portugal,LULUCF,-8570.647
2013,Portugal,LULUCF,-7928.344
2014,Portugal,LULUCF,-9658.806
2015,Portugal,LULUCF,-8465.336
2016,Portugal,LULUCF,-5394.116
2017,Portugal,LULUCF,7230.436
2000,Slovenia,ENER_TRANS,3807.982
2001,Slovenia,ENER_TRANS,3929.043
2002,Slovenia,ENER_TRANS,3851.838
2003,Slovenia,ENER_TRANS,3991.038
2004,Slovenia,ENER_TRANS,4141.755
2005,Slovenia,ENER_TRANS,4416.466
2006,Slovenia,ENER_TRANS,4636.054
2007,Slovenia,ENER_TRANS,5217.326
2008,Slovenia,ENER_TRANS,6140.605
2009,Slovenia,ENER_TRANS,5311.569
2010,Slovenia,ENER_TRANS,5254.71
2011,Slovenia,ENER_TRANS,5691.569
2012,Slovenia,ENER_TRANS,5765.077
2013,Slovenia,ENER_TRANS,5460.259
2014,Slovenia,ENER_TRANS,5387.066
2015,Slovenia,ENER_TRANS,5362.353
2016,Slovenia,ENER_TRANS,5734.295
2017,Slovenia,ENER_TRANS,5541.371
2000,Estonia,ENER_OSECT,523.788
2001,Estonia,ENER_OSECT,601.213
2002,Estonia,ENER_OSECT,682.25
2003,Estonia,ENER_OSECT,675.548
2004,Estonia,ENER_OSECT,697.259
2005,Estonia,ENER_OSECT,634.289
2006,Estonia,ENER_OSECT,579.939
2007,Estonia,ENER_OSECT,632.714
2008,Estonia,ENER_OSECT,654.211
2009,Estonia,ENER_OSECT,635.436
2010,Estonia,ENER_OSECT,668.594
2011,Estonia,ENER_OSECT,660.042
2012,Estonia,ENER_OSECT,661.716
2013,Estonia,ENER_OSECT,672.917
2014,Estonia,ENER_OSECT,734.129
2015,Estonia,ENER_OSECT,762.394
2016,Estonia,ENER_OSECT,733.312
2017,Estonia,ENER_OSECT,680.033
2000,Italy,ENER_MANUF,92195.348
2001,Italy,ENER_MANUF,88187.497
2002,Italy,ENER_MANUF,84309.527
2003,Italy,ENER_MANUF,89591.279
2004,Italy,ENER_MANUF,88025.963
2005,Italy,ENER_MANUF,87746.274
2006,Italy,ENER_MANUF,85008.779
2007,Italy,ENER_MANUF,83026.8
2008,Italy,ENER_MANUF,76722.612
2009,Italy,ENER_MANUF,57933.545
2010,Italy,ENER_MANUF,61589.036
2011,Italy,ENER_MANUF,61631.929
2012,Italy,ENER_MANUF,56467.428
2013,Italy,ENER_MANUF,52093.729
2014,Italy,ENER_MANUF,52571.482
2015,Italy,ENER_MANUF,50966.65
2016,Italy,ENER_MANUF,52192.09
2017,Italy,ENER_MANUF,51128.881
2000,Belgium,ENER_OSECT,29873.944
2001,Belgium,ENER_OSECT,32165.192
2002,Belgium,ENER_OSECT,30861.199
2003,Belgium,ENER_OSECT,31530.808
2004,Belgium,ENER_OSECT,30617.518
2005,Belgium,ENER_OSECT,30003.592
2006,Belgium,ENER_OSECT,28629.197
2007,Belgium,ENER_OSECT,26370.293
2008,Belgium,ENER_OSECT,28069.234
2009,Belgium,ENER_OSECT,27236.496
2010,Belgium,ENER_OSECT,29264.977
2011,Belgium,ENER_OSECT,23929.037
2012,Belgium,ENER_OSECT,24918.214
2013,Belgium,ENER_OSECT,26764.589
2014,Belgium,ENER_OSECT,21995.516
2015,Belgium,ENER_OSECT,23440.304
2016,Belgium,ENER_OSECT,23518.74
2017,Belgium,ENER_OSECT,23029.725
